id,ticker,timestamp,open,high,low,close,volume,turnover
5121107,TSLA,2021-06-15 00:00:00,205.543,205.576,199.39,199.767,53292135,10758482168.274
5121108,TSLA,2021-06-16 00:00:00,199.158,202.813,197.814,201.603,66431190,13311224181.275
5121109,TSLA,2021-06-17 00:00:00,200.609,207.136,200.427,205.513,68104050,13957602154.917
5121110,TSLA,2021-06-18 00:00:00,204.436,209.429,203.913,207.749,73682715,15238751199.529
5121111,TSLA,2021-06-21 00:00:00,208.139,210.442,202.94,206.923,74437923,15406158234.997
5121112,TSLA,2021-06-22 00:00:00,206.063,209.502,205.146,207.883,57476676,11936158897.098
5121113,TSLA,2021-06-23 00:00:00,210.646,219.046,209.992,218.835,93297648,20227482167.098
5121114,TSLA,2021-06-24 00:00:00,224.974,232.517,222.514,226.584,137947158,31474037963.605
5121115,TSLA,2021-06-25 00:00:00,229.837,231.247,222.878,223.934,97490052,22058176691.715
5121116,TSLA,2021-06-28 00:00:00,223.858,231.544,223.418,229.55,64884162,14848047103.653
5121117,TSLA,2021-06-29 00:00:00,228.194,229.147,225.274,226.897,52143714,11830732707.821
5121118,TSLA,2021-06-30 00:00:00,226.567,230.914,226.024,226.544,56773710,12963526894.91
5121119,TSLA,2021-07-01 00:00:00,227.951,229.307,224.244,225.951,55902066,12654874925.43
5121120,TSLA,2021-07-02 00:00:00,226.304,233.31,224.398,226.277,81292104,18527602075.606
5121121,TSLA,2021-07-06 00:00:00,227.215,227.977,217.112,219.838,69853062,15405548576.237
5121122,TSLA,2021-07-07 00:00:00,221.401,221.878,212.752,214.862,56375880,12172114833.205
5121123,TSLA,2021-07-08 00:00:00,209.436,218.122,206.799,217.582,68319870,14588449149.431
5121124,TSLA,2021-07-09 00:00:00,217.707,219.615,214.875,218.961,54421464,11857681428.203
5121125,TSLA,2021-07-12 00:00:00,220.711,229.057,220.698,228.544,77780826,17635380215.445
5121126,TSLA,2021-07-13 00:00:00,228.75,231.07,222.076,222.824,62897160,14203194994.224
5121127,TSLA,2021-07-14 00:00:00,223.561,226.181,217.592,217.772,64923570,14405743411.624
5121128,TSLA,2021-07-15 00:00:00,219.441,222.024,212.605,216.845,60628713,13178515410.331
5121129,TSLA,2021-07-16 00:00:00,218.205,218.878,214.045,214.719,49112874,10588953226.384
5121130,TSLA,2021-07-19 00:00:00,209.942,215.712,207.076,215.385,63891123,13549765765.783
5121131,TSLA,2021-07-20 00:00:00,217.308,220.775,213.479,220.145,46461381,10077570372.153
5121132,TSLA,2021-07-21 00:00:00,219.848,221.598,216.742,218.408,41859456,9171578017.795
5121133,TSLA,2021-07-22 00:00:00,218.792,220.701,214.845,216.398,45317181,9852783408.582
5121134,TSLA,2021-07-23 00:00:00,215.432,216.245,212.412,214.439,43814817,9386653893.007
5121135,TSLA,2021-07-26 00:00:00,216.968,222.711,215.682,219.185,76009197,16709176272.56
5121136,TSLA,2021-07-27 00:00:00,221.111,222.144,209.059,214.905,98439870,21080473358.733
5121137,TSLA,2021-07-28 00:00:00,215.643,218.302,213.112,215.638,48019788,10357480705.353
5121138,TSLA,2021-07-29 00:00:00,216.575,227.874,216.245,225.761,91178580,20458503070.936
5121139,TSLA,2021-07-30 00:00:00,223.897,232.487,222.978,229.044,88969233,20372782803.252
5121140,TSLA,2021-08-02 00:00:00,233.31,242.289,232.777,236.533,100847295,24069243953.018
5121141,TSLA,2021-08-03 00:00:00,239.643,240.859,233.647,236.556,64860744,15358824931.637
5121142,TSLA,2021-08-04 00:00:00,236.976,241.609,236.286,236.95,51007941,12145741053.567
5121143,TSLA,2021-08-05 00:00:00,238.643,240.293,237.113,238.186,38757114,9248748441.957
5121144,TSLA,2021-08-06 00:00:00,237.276,238.753,232.52,233.01,46869147,10994073368.643
5121145,TSLA,2021-08-09 00:00:00,236.7,239.653,235.02,237.896,44146047,10507092133.143
5121146,TSLA,2021-08-10 00:00:00,237.973,238.839,233.937,236.64,40296915,9524909366.04
5121147,TSLA,2021-08-11 00:00:00,237.546,238.369,234.713,235.916,29401674,6944008510.365
5121148,TSLA,2021-08-12 00:00:00,235.423,240.909,233.11,240.726,53044908,12630691653.444
5121149,TSLA,2021-08-13 00:00:00,241.213,243.276,238.09,239.033,50193543,12051331342.374
5121150,TSLA,2021-08-16 00:00:00,235.0,236.476,225.444,228.7,69308235,15881234945.704
5121151,TSLA,2021-08-17 00:00:00,224.198,224.838,216.258,221.881,71163837,15692411118.619
5121152,TSLA,2021-08-18 00:00:00,223.227,231.9,223.094,229.64,61048125,13984775170.059
5121153,TSLA,2021-08-19 00:00:00,226.047,228.827,222.508,224.468,42939411,9685502653.364
5121154,TSLA,2021-08-20 00:00:00,227.594,230.687,224.544,226.731,44524398,10093690783.129
5121155,TSLA,2021-08-23 00:00:00,228.458,237.353,226.894,235.41,60794577,14247841394.075
5121156,TSLA,2021-08-24 00:00:00,236.87,238.383,234.19,236.14,39248913,9265615382.571
5121157,TSLA,2021-08-25 00:00:00,235.653,238.966,234.643,237.043,37934817,9000007755.055
5121158,TSLA,2021-08-26 00:00:00,236.08,238.443,232.517,233.697,39642876,9323246375.045
5121159,TSLA,2021-08-27 00:00:00,234.977,238.31,234.01,237.283,41500542,9830008613.64
5121160,TSLA,2021-08-30 00:00:00,238.215,243.642,237.553,243.612,55812510,13490843585.283
5121161,TSLA,2021-08-31 00:00:00,244.309,246.772,242.122,245.215,62554824,15319228282.879
5121162,TSLA,2021-09-01 00:00:00,244.669,247.305,243.732,244.672,39612852,9725988748.302
5121163,TSLA,2021-09-02 00:00:00,244.809,246.965,243.489,244.106,38390013,9411061814.402
5121164,TSLA,2021-09-03 00:00:00,244.059,244.642,241.376,244.499,45813135,11138227048.203
5121165,TSLA,2021-09-07 00:00:00,246.642,253.375,246.395,250.948,60119475,15084359333.096
5121166,TSLA,2021-09-08 00:00:00,253.835,254.791,246.9,251.265,56377704,14142560753.731
5121167,TSLA,2021-09-09 00:00:00,251.112,254.008,250.518,251.595,42232530,10653819995.687
5121168,TSLA,2021-09-10 00:00:00,253.161,254.178,244.816,245.399,45552465,11383666452.552
5121169,TSLA,2021-09-13 00:00:00,246.713,248.235,236.26,247.642,68857416,16722254449.029
5121170,TSLA,2021-09-14 00:00:00,247.499,251.465,245.442,248.139,55573728,13813579573.378
5121171,TSLA,2021-09-15 00:00:00,248.309,252.261,246.095,251.918,46072671,11501030006.394
5121172,TSLA,2021-09-16 00:00:00,250.918,252.945,249.178,252.305,41767395,10487599165.324
5121173,TSLA,2021-09-17 00:00:00,252.358,253.655,249.975,253.138,84612528,21366534123.493
5121174,TSLA,2021-09-20 00:00:00,244.828,247.309,239.518,243.366,74272806,18067987481.494
5121175,TSLA,2021-09-21 00:00:00,244.906,248.222,243.456,246.435,48992169,12075481234.041
5121176,TSLA,2021-09-22 00:00:00,247.817,251.198,246.349,250.622,45377259,11312795595.458
5121177,TSLA,2021-09-23 00:00:00,251.642,252.708,249.282,251.188,35842539,9001124939.665
5121178,TSLA,2021-09-24 00:00:00,248.605,258.241,248.162,258.104,64119048,16313193265.672
5121179,TSLA,2021-09-27 00:00:00,257.681,266.307,256.411,263.76,84211725,22089832982.899
5121180,TSLA,2021-09-28 00:00:00,262.374,265.187,255.368,259.161,76139388,19814089811.85
5121181,TSLA,2021-09-29 00:00:00,259.907,264.474,256.868,260.411,62828346,16385280181.421
5121182,TSLA,2021-09-30 00:00:00,260.307,263.017,258.308,258.467,53867280,14043918685.118
5121183,TSLA,2021-10-01 00:00:00,259.441,260.234,254.505,258.381,51093135,13150477477.278
5121184,TSLA,2021-10-04 00:00:00,265.473,268.963,258.681,260.484,91450023,24098482801.244
5121185,TSLA,2021-10-05 00:00:00,261.573,265.743,258.041,260.171,55296384,14473776700.501
5121186,TSLA,2021-10-06 00:00:00,258.707,262.194,257.714,260.891,43898004,11425171892.393
5121187,TSLA,2021-10-07 00:00:00,261.794,268.307,261.101,264.51,57588549,15206061957.068
5121188,TSLA,2021-10-08 00:00:00,265.377,265.433,260.277,261.804,50215812,13174674367.301
5121189,TSLA,2021-10-11 00:00:00,262.524,267.053,261.807,263.954,42600783,11287535391.4
5121190,TSLA,2021-10-12 00:00:00,266.95,270.746,265.497,268.546,66060096,17764927979.536
5121191,TSLA,2021-10-13 00:00:00,270.13,271.776,268.566,270.333,42360510,11432949235.547
5121192,TSLA,2021-10-14 00:00:00,271.803,273.389,271.09,272.746,36741507,10010994031.004
5121193,TSLA,2021-10-15 00:00:00,274.552,281.042,274.089,280.982,56773401,15768919953.819
5121194,TSLA,2021-10-18 00:00:00,283.902,291.724,283.795,290.008,72621705,20940916830.951
5121195,TSLA,2021-10-19 00:00:00,292.481,292.621,287.475,288.061,52143381,15116277407.402
5121196,TSLA,2021-10-20 00:00:00,288.421,289.801,285.765,288.571,42098631,12128503719.849
5121197,TSLA,2021-10-21 00:00:00,285.305,299.97,285.14,297.97,94444362,27988259111.838
5121198,TSLA,2021-10-22 00:00:00,298.47,303.303,296.957,303.196,68642178,20691137500.702
5121199,TSLA,2021-10-25 00:00:00,316.812,348.305,314.702,341.586,188556039,62240386509.316
5121200,TSLA,2021-10-26 00:00:00,341.529,364.944,333.78,339.443,187242474,65149986544.268
5121201,TSLA,2021-10-27 00:00:00,346.519,356.924,343.559,345.919,115579401,40401526587.653
5121202,TSLA,2021-10-28 00:00:00,356.066,360.297,351.365,358.977,81640047,29123671303.941
5121203,TSLA,2021-10-29 00:00:00,360.584,371.699,357.699,371.296,89756601,32785608922.649
5121204,TSLA,2021-11-01 00:00:00,381.629,403.21,372.849,402.823,168146250,65333656484.496
5121205,TSLA,2021-11-02 00:00:00,386.413,402.823,381.962,390.628,128213316,50294920982.275
5121206,TSLA,2021-11-03 00:00:00,392.404,405.089,384.168,404.58,103885419,41038957059.737
5121207,TSLA,2021-11-04 00:00:00,411.429,414.455,405.626,409.929,76192110,31326413912.894
5121208,TSLA,2021-11-05 00:00:00,409.292,413.249,402.626,407.323,64886466,26543849140.39
5121209,TSLA,2021-11-08 00:00:00,383.223,398.96,377.629,387.608,100337154,39279987840.289
5121210,TSLA,2021-11-09 00:00:00,391.161,391.461,337.14,341.133,177317508,63109879854.706
5121211,TSLA,2021-11-10 00:00:00,336.77,359.331,329.07,355.948,128408007,44907448745.379
5121212,TSLA,2021-11-11 00:00:00,367.553,368.287,351.525,354.468,67188840,24028056369.898
5121213,TSLA,2021-11-12 00:00:00,349.132,351.465,339.699,344.439,76719492,26418045565.256
5121214,TSLA,2021-11-15 00:00:00,339.176,343.959,326.167,337.763,104327169,34785058344.234
5121215,TSLA,2021-11-16 00:00:00,334.403,352.365,334.027,351.542,79627077,27656275232.322
5121216,TSLA,2021-11-17 00:00:00,354.468,373.176,351.798,362.967,94334637,34257296986.32
5121217,TSLA,2021-11-18 00:00:00,368.813,370.63,358.304,365.423,62696790,22889780247.504
5121218,TSLA,2021-11-19 00:00:00,366.253,379.535,364.197,378.982,64926792,24186642540.352
5121219,TSLA,2021-11-22 00:00:00,387.405,400.61,377.439,385.585,99217467,38858092409.835
5121220,TSLA,2021-11-23 00:00:00,389.131,393.461,354.198,369.64,108514272,40302579100.269
5121221,TSLA,2021-11-24 00:00:00,360.094,377.552,353.965,371.963,67679301,25024033361.873
5121222,TSLA,2021-11-26 00:00:00,366.453,369.557,360.297,360.604,35042670,12757235517.347
5121223,TSLA,2021-11-29 00:00:00,366.96,380.852,366.693,378.959,58393191,21987796512.815
5121224,TSLA,2021-11-30 00:00:00,381.419,389.294,372.629,381.549,81276126,30961265322.587
5121225,TSLA,2021-12-01 00:00:00,386.86,390.908,363.55,364.964,68802906,26055631147.65
5121226,TSLA,2021-12-02 00:00:00,366.317,370.963,352.181,361.497,73114707,26431652712.646
5121227,TSLA,2021-12-03 00:00:00,361.561,363.489,333.37,338.29,92321985,31659429788.271
5121228,TSLA,2021-12-06 00:00:00,333.803,340.513,316.802,336.303,81663138,26964719212.416
5121229,TSLA,2021-12-07 00:00:00,348.032,352.523,342.236,350.548,56084688,19530407844.93
5121230,TSLA,2021-12-08 00:00:00,350.868,357.424,344.299,356.284,41905239,14722784641.794
5121231,TSLA,2021-12-09 00:00:00,353.511,354.128,334.087,334.567,59436144,20342397099.92
5121232,TSLA,2021-12-10 00:00:00,336.216,340.293,327.477,338.976,59664390,19981604457.779
5121233,TSLA,2021-12-13 00:00:00,333.663,334.967,317.108,322.104,78595980,25423096760.916
5121234,TSLA,2021-12-14 00:00:00,314.969,322.104,309.969,319.471,70806837,22332349341.145
5121235,TSLA,2021-12-15 00:00:00,317.705,326.217,309.386,325.297,75172119,23885438462.923
5121236,TSLA,2021-12-16 00:00:00,331.467,331.627,307.253,308.942,82771437,26065943078.974
5121237,TSLA,2021-12-17 00:00:00,304.893,320.188,302.983,310.826,100880310,31494881857.22
5121238,TSLA,2021-12-20 00:00:00,303.536,307.199,297.767,299.95,56479671,17012693320.735
5121239,TSLA,2021-12-21 00:00:00,305.593,313.135,295.344,312.812,71517303,21839136204.899
5121240,TSLA,2021-12-22 00:00:00,321.854,338.519,318.985,336.256,93629451,31018111524.407
5121241,TSLA,2021-12-23 00:00:00,335.566,357.623,332.487,355.631,92713038,32322374950.367
5121242,TSLA,2021-12-27 00:00:00,357.854,372.296,356.869,364.61,71144244,26078309449.778
5121243,TSLA,2021-12-28 00:00:00,369.793,372.963,359.437,362.787,60322665,21984817450.325
5121244,TSLA,2021-12-29 00:00:00,366.177,367.963,354.678,362.027,56153079,20303803121.721
5121245,TSLA,2021-12-30 00:00:00,353.741,365.147,351.015,356.744,47039574,16895065188.851
5121246,TSLA,2021-12-31 00:00:00,357.779,360.631,351.495,352.225,40733607,14489854135.443
5121247,TSLA,2022-01-03 00:00:00,382.545,400.317,378.642,399.887,104685351,40853802403.578
5121248,TSLA,2022-01-04 00:00:00,396.477,402.626,374.313,383.158,100246479,38833566769.755
5121249,TSLA,2022-01-05 00:00:00,382.178,390.074,360.301,362.67,80118480,30086286149.972
5121250,TSLA,2022-01-06 00:00:00,358.964,362.63,340.133,354.865,90335232,31927853798.926
5121251,TSLA,2022-01-07 00:00:00,360.087,360.274,336.633,342.286,84164658,29155772281.076
5121252,TSLA,2022-01-10 00:00:00,333.3,352.998,326.634,352.671,91814970,31135944812.127
5121253,TSLA,2022-01-11 00:00:00,351.188,358.581,346.239,354.765,66063210,23353151724.397
5121254,TSLA,2022-01-12 00:00:00,359.581,371.576,357.494,368.703,83739075,30590631700.611
5121255,TSLA,2022-01-13 00:00:00,369.651,371.829,342.145,343.819,97210176,34624881631.827
5121256,TSLA,2022-01-14 00:00:00,339.926,350.632,337.759,349.835,72932013,25165143594.422
5121257,TSLA,2022-01-18 00:00:00,342.167,356.894,338.653,343.469,66989346,23272143858.134
5121258,TSLA,2022-01-19 00:00:00,347.2,351.522,331.634,331.85,75442488,25533483436.23
5121259,TSLA,2022-01-20 00:00:00,336.543,347.185,331.3,332.057,70488552,23940818876.949
5121260,TSLA,2022-01-21 00:00:00,332.08,334.817,313.469,314.602,103416015,33224228022.439
5121261,TSLA,2022-01-24 00:00:00,301.557,311.14,283.795,309.969,152374812,45091710841.54
5121262,TSLA,2022-01-25 00:00:00,304.703,317.055,301.04,306.103,86594538,26608923530.569
5121263,TSLA,2022-01-26 00:00:00,317.445,329.197,301.97,312.439,104867082,33096748068.808
5121264,TSLA,2022-01-27 00:00:00,311.089,311.765,276.306,276.339,147108954,42523249952.843
5121265,TSLA,2022-01-28 00:00:00,277.159,285.805,263.977,282.088,134788950,37308026697.149
5121266,TSLA,2022-01-31 00:00:00,290.874,312.632,287.321,312.209,104436096,31795268066.592
5121267,TSLA,2022-02-01 00:00:00,311.705,314.535,301.637,310.386,73138311,22603352825.001
5121268,TSLA,2022-02-02 00:00:00,309.362,310.469,296.44,301.856,66793035,20242905277.975
5121269,TSLA,2022-02-03 00:00:00,293.971,312.302,293.477,297.017,78855558,23901215676.107
5121270,TSLA,2022-02-04 00:00:00,299.043,312.135,293.694,307.743,73625448,22444692689.389
5121271,TSLA,2022-02-07 00:00:00,307.899,315.892,300.873,302.416,60994464,18750536181.543
5121272,TSLA,2022-02-08 00:00:00,301.813,308.732,298.237,307.303,50729013,15469351862.532
5121273,TSLA,2022-02-09 00:00:00,311.636,315.392,306.636,310.636,52259229,16250120457.063
5121274,TSLA,2022-02-10 00:00:00,302.76,314.572,298.87,301.487,66126771,20302234890.478
5121275,TSLA,2022-02-11 00:00:00,303.18,305.289,283.538,286.638,79645869,23348730856.536
5121276,TSLA,2022-02-14 00:00:00,287.161,299.597,284.355,291.891,67756416,19772268360.736
5121277,TSLA,2022-02-15 00:00:00,299.97,307.636,297.763,307.446,57648336,17572278889.94
5121278,TSLA,2022-02-16 00:00:00,304.653,308.779,300.373,307.766,51293442,15629923821.147
5121279,TSLA,2022-02-17 00:00:00,304.39,306.136,291.338,292.087,55178415,16380236615.391
5121280,TSLA,2022-02-18 00:00:00,295.304,295.594,279.175,285.631,68501841,19547349251.943
5121281,TSLA,2022-02-22 00:00:00,278.016,285.549,267.007,273.816,83288202,22870500974.736
5121282,TSLA,2022-02-23 00:00:00,276.782,278.405,253.495,254.655,95257008,25072689646.54
5121283,TSLA,2022-02-24 00:00:00,233.44,267.467,233.31,266.897,135322275,34082314902.432
5121284,TSLA,2022-02-25 00:00:00,269.716,273.139,260.774,269.93,76067763,20339570068.998
5121285,TSLA,2022-02-28 00:00:00,271.643,292.257,271.542,290.114,99006804,28244381548.671
