Date,Symbol,Company,Type,Split Ratio
2024-10-02,AREB,American Rebel Holdings ,Reverse,1 for 9.00
2024-10-02,CAULF,Cauldron Energy Limited,Forward,1.00 for 1
2024-10-02,ADTX,"Aditxt, Inc.",Reverse,1 for 40.00
2024-10-02,GHVNF,Goldhaven Resources Corp,Reverse,1 for 4.00
2024-10-02,SOMLY,SECOM CO,Forward,0.50 for 1
2024-10-02,NDEKY,Nitto Denko,Forward,0.40 for 1
2024-10-02,SOBR,"Sobr Safe, Inc.",Reverse,1 for 110.00
2024-10-01,BCLI,Brainstorm Cell Therapeutics,Reverse,1 for 15.00
2024-10-01,BTKRF,Q Precious & Battery Metals Corp,Reverse,1 for 10.00
2024-10-01,SMCI,Super Micro Computer,Forward,0.10 for 1
2024-10-01,LSB,"Lakeshore Biopharma Co., Ltd",Reverse,1 for 10.00
2024-09-30,LXEH,"Lixiang Education Holding Co., Ltd.",Reverse,1 for 10.00
2024-09-30,AUKUF,Ams-Osram Ag,Reverse,1 for 10.00
2024-09-30,CNET,Zw Data Action Technologies Inc.,Reverse,1 for 4.00
2024-09-30,SONN,"Sonnet Biotherapeutics Holdings, Inc.",Reverse,1 for 8.00
2024-09-30,BWNAF,Verity Resources Limited,Forward,1.00 for 1
2024-09-30,EP,Empire Petroleum Corporation,Forward,1.00 for 1
2024-09-30,RYAAY,Ryanair,Forward,0.40 for 1
2024-09-27,CUPUF,Caribbean Utilities Company,Forward,1.00 for 1
2024-09-27,SEEL,"Seelos Therapeutics, Inc.",Reverse,1 for 16.00
2024-09-27,NLSP,Nls Pharmaceutics Ltd,Reverse,1 for 40.00
2024-09-27,NBFJF,Nippon Building Fund ,Forward,0.20 for 1
2024-09-27,SGIOF,Shionogi & Co,Forward,0.33 for 1
2024-09-27,SOMLF,Secom Co ,Forward,0.50 for 1
2024-09-27,ASBRF,"Asahi Group Holdings,Ltd.",Forward,0.33 for 1
2024-09-27,DNPCF,Dai Nippon Printing Co ,Forward,0.50 for 1
2024-09-27,OBIIF,OBIC Co,Forward,0.20 for 1
2024-09-27,YAMCF,Yamaha Corporation,Forward,0.33 for 1
2024-09-27,ASEKF,Aisin Seiki Co,Forward,0.33 for 1
2024-09-27,NNDNF,Nidec Corporation,Forward,0.50 for 1
2024-09-27,HPHTF,Hamamatsu Photonics KK,Forward,0.50 for 1
2024-09-27,OSCUF,Japan Exchange Group ,Forward,0.50 for 1
2024-09-27,JPTXF,Japan Petroleum Exploration Co ,Forward,0.20 for 1
2024-09-27,SNEJF,Sony Corporation,Forward,0.20 for 1
2024-09-27,SMFNF,Sumitomo Mitsui Financial Group ,Forward,0.33 for 1
2024-09-27,NDEKF,Nitto Denko Corp,Forward,0.20 for 1
2024-09-26,RAKR,Rainmaker Worldwide Inc,Reverse,1 for 25.00
2024-09-25,CMCT,Creative Media & Community Trust Corporation,Forward,0.98 for 1
2024-09-25,FRGT,"Freight Technologies, Inc",Reverse,1 for 25.00
2024-09-25,ORGS,Orgenesis,Reverse,1 for 10.00
2024-09-25,ARQQ,Arqit Quantum Inc.,Reverse,1 for 25.00
2024-09-24,EJH,E-Home Household Service Holdings Ltd.,Reverse,1 for 10.00
2024-09-24,BRVVF,Quantum Battery Metals Corp.,Reverse,1 for 8.00
2024-09-24,ONCO,Onconetix Inc,Reverse,1 for 40.00
2024-09-24,BBGI,Beasley Broadcast,Reverse,1 for 20.00
2024-09-24,FRCEF,Fletcher Building Limited,Forward,0.97 for 1
2024-09-24,FUST,"Fuse Group Holding, Inc.",Reverse,1 for 5.00
2024-09-24,PRPRF,Prairie Provident Resources,Forward,1.00 for 1
2024-09-23,MPLN,Claritev Corporation,Reverse,1 for 40.00
2024-09-23,FRCEF,Fletcher Building Limited,Forward,0.97 for 1
2024-09-23,EVTL,Vertical Aerospace Ltd.,Reverse,1 for 10.00
2024-09-23,BRVVF,Quantum Battery Metals Corp.,Reverse,1 for 8.00
2024-09-23,SHVTF,Select Harvests Limited,Forward,1.00 for 1
2024-09-23,TRAW,"Traws Pharma, Inc.",Reverse,1 for 25.00
2024-09-23,OTRK,"Ontrak, Inc.",Reverse,1 for 15.00
2024-09-23,RSLS,Reshape Lifesciences Inc.,Reverse,1 for 58.00
2024-09-20,BKGFY,Berkeley Group Holdings Plc,Reverse,1 for 1.04
2024-09-20,SEG,Seaport Entertainment Group Inc.,Forward,1.00 for 1
2024-09-20,WHLR,Wheeler Real Estate,Reverse,1 for 3.00
2024-09-19,MKFG,Markforged Holding Corporation,Reverse,1 for 10.00
2024-09-19,CYBN,"Cybin, Inc.",Reverse,1 for 38.00
2024-09-19,BNZI,"Banzai International, Inc.",Reverse,1 for 50.00
2024-09-19,GDHG,Golden Heaven Group Holdings Ltd.,Reverse,1 for 50.00
2024-09-18,AASZF,Atlantic Sapphire Asa,Forward,1.00 for 1
2024-09-17,PPBT,Purple Biotech Ltd.,Reverse,1 for 20.00
2024-09-17,MULN,"Mullen Automotive, Inc.",Reverse,1 for 100.00
2024-09-17,LKCO,Luokung Technology,Reverse,1 for 8.00
2024-09-17,NVVE,Nuvve Holding Corp.,Reverse,1 for 10.00
2024-09-17,IVDA,Iveda Solutions ,Reverse,1 for 8.00
2024-09-17,IDXAD,Idex Biometrics Asa,Forward,0.87 for 1
2024-09-17,DECK,Deckers Outdoor,Forward,0.17 for 1
2024-09-16,KSCP,Knightscope Inc Class A,Reverse,1 for 50.00
2024-09-16,ISPC,Ispecimen Inc,Reverse,1 for 20.00
2024-09-16,ZEPP,Zepp Health Corporation,Reverse,1 for 4.00
2024-09-13,SHRG,Sharing Services Global Corp,Reverse,1 for 1400.00
2024-09-13,SNYR,Synergy Chc Corp,Reverse,1 for 11.90
2024-09-13,YJ,Yunji Inc,Reverse,1 for 4.00
2024-09-13,NFGRF,BeijingWest Industries International,Forward,1.00 for 1
2024-09-12,CTAS,Cintas,Forward,0.25 for 1
2024-09-11,EVOH,Evoair Holdings Inc,Reverse,1 for 4.00
2024-09-11,WTO,Utime Limited,Reverse,1 for 25.00
2024-09-11,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 30.00
2024-09-11,HYZN,Hyzon Motors Inc.,Reverse,1 for 50.00
2024-09-11,NNRRF,NRC Group ASA,Forward,0.87 for 1
2024-09-10,CPAMF,CapitaLand Mall Trust,Forward,1.00 for 1
2024-09-10,SIRI,Sirius Xm Holdings,Reverse,1 for 10.00
2024-09-09,EGRAF,Energy Resources of Australia Ltd. Class A,Forward,0.37 for 1
2024-09-09,BKSY,Blacksky Technology Inc.,Reverse,1 for 8.00
2024-09-09,PRFX,Painreform Ltd.,Reverse,1 for 6.00
2024-09-09,FUISF,Fubon Financial Holding Co ,Forward,0.95 for 1
2024-09-09,TTEK,Tetra Tech,Forward,0.20 for 1
2024-09-06,TNON,"Tenon Medical, Inc.",Reverse,1 for 8.00
2024-09-06,OIBRQ,Oi Sa,Reverse,1 for 200.00
2024-09-06,OIBZQ,Oi S.A.,Reverse,1 for 100.00
2024-09-05,BIRD,"Allbirds, Inc. Class A",Reverse,1 for 20.00
2024-09-05,DPRO,Draganfly Inc,Reverse,1 for 25.00
2024-09-05,LITB,LightInTheBox,Reverse,1 for 6.00
2024-09-05,WRIV,White River Bancshares Co,Forward,0.50 for 1
2024-09-04,TCS,"Container Store Group, Inc.",Reverse,1 for 15.00
2024-09-03,EGRAF,Energy Resources of Australia Ltd. Class A,Forward,1.00 for 1
2024-09-03,MTNB,Matinas BioPharma Holdings,Reverse,1 for 50.00
2024-09-03,ABIO,"Oruka Therapeutics, Inc.",Reverse,1 for 12.00
2024-08-30,SNOA,"Sonoma Pharmaceuticals, Inc.",Reverse,1 for 20.00
2024-08-30,GLMD,Galmed Pharmaceuticals,Reverse,1 for 12.00
2024-08-30,ATPC,Agape ATP Corp,Reverse,1 for 20.00
2024-08-30,GLTO,"Galecto, Inc.",Reverse,1 for 25.00
2024-08-30,AVTBF,Avant Brands Inc,Reverse,1 for 30.00
2024-08-29,INCT,"Frankspeech Network, Inc.",Reverse,1 for 50000.00
2024-08-29,GDEV,Nexters Inc.,Reverse,1 for 10.00
2024-08-29,SNAAF,SAN-A CO ,Forward,0.50 for 1
2024-08-29,TKSHF,Takashimaya Company ,Forward,0.50 for 1
2024-08-28,XCUR,Exicure,Reverse,1 for 5.00
2024-08-28,FBRX,Forte Biosciences Inc.,Reverse,1 for 25.00
2024-08-27,QMCO,Quantum Corp,Reverse,1 for 20.00
2024-08-26,OBLG,"Oblong, Inc.",Reverse,1 for 40.00
2024-08-26,NMTLF,Newage Metals Inc (Otc),Reverse,1 for 4.00
2024-08-26,TOVX,"Theriva Biologics, Inc.",Reverse,1 for 25.00
2024-08-26,BCAN,Femto Technologies Inc.,Reverse,1 for 17.00
2024-08-26,PHGE,Biomx Inc.,Reverse,1 for 10.00
2024-08-26,GWH,"Ess Tech, Inc.",Reverse,1 for 15.00
2024-08-23,AIXI,Xiao-I Corp. ADR,Reverse,1 for 9.00
2024-08-23,SSYRF,Sassy Gold Corp,Reverse,1 for 5.00
2024-08-23,DGTHF,"Dgtl Holdings, Inc.",Reverse,1 for 15.00
2024-08-22,INND,Innerscope Hearing Technologies Inc,Reverse,1 for 2500.00
2024-08-22,SPCB,SuperCom Ltd.,Reverse,1 for 20.00
2024-08-22,VMAR,"Vision Marine Technologies, Inc.",Reverse,1 for 15.00
2024-08-21,ZURVY,Zurich Insurance,Forward,0.50 for 1
2024-08-20,NDRA,Endra Life Sciences,Reverse,1 for 50.00
2024-08-20,CVKD,"Cadrenal Therapeutics, Inc.",Reverse,1 for 15.00
2024-08-20,DNA,"Ginkgo Bioworks Holdings, Inc.",Reverse,1 for 40.00
2024-08-20,RDHL,RedHill Biopharma Ltd,Reverse,1 for 25.00
2024-08-19,TNGZF,Tivan Limited,Forward,1.00 for 1
2024-08-19,ALGS,"Aligos Therapeutics, Inc.",Reverse,1 for 25.00
2024-08-19,FFIE,Faraday Future Intelligent Electric Inc.,Reverse,1 for 40.00
2024-08-19,SRFM,"Surf Air Mobility, Inc.",Reverse,1 for 7.00
2024-08-19,BETR,Aurora Acquisition Corp. Class A,Reverse,1 for 50.00
2024-08-19,SITC,Site Centers,Reverse,1 for 4.00
2024-08-16,OCTO,Eightco Holdings Inc.,Reverse,1 for 5.00
2024-08-16,HGHAF,High Arctic Energy,Reverse,1 for 4.00
2024-08-16,CCWOF,Nord Precious Metals Mining Inc.,Reverse,1 for 10.00
2024-08-16,GNS,Genius Group Limited,Reverse,1 for 10.00
2024-08-15,BABL,"Nft Marketplace, Inc.",Reverse,1 for 10.00
2024-08-15,SING,"Singlepoint, Inc.",Reverse,1 for 100.00
2024-08-15,ASTI,Ascent Solar,Reverse,1 for 100.00
2024-08-15,PRTG,Portage Biotech,Reverse,1 for 20.00
2024-08-15,HUGE,Quantum Biopharma Ltd. Subordinate Voting Shares Class B,Reverse,1 for 65.00
2024-08-14,GENE,Genetic Technologies,Forward,0.99 for 1
2024-08-13,IMMVF,Immunovia AB,Forward,1.00 for 1
2024-08-13,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Reverse,1 for 8.00
2024-08-13,TRVN,Trevena Inc.,Reverse,1 for 25.00
2024-08-13,WAVD,"Firefly Neuroscience, Inc.",Reverse,1 for 3.00
2024-08-13,MNPR,Monopar Therapeutics Inc,Reverse,1 for 5.00
2024-08-13,COLZF,Coca-Cola Icecek AS,Forward,0.09 for 1
2024-08-13,RGST,Drj International Group Limited Inc.,Reverse,1 for 10.00
2024-08-12,SXTP,"60 Degrees Pharmaceuticals, Inc.",Reverse,1 for 12.00
2024-08-09,SCCO,Southern Copper Corp,Forward,0.99 for 1
2024-08-09,CING,"Cingulate, Inc.",Reverse,1 for 12.00
2024-08-09,VATE,INNOVATE Corp,Reverse,1 for 10.00
2024-08-08,ELTLF,Elementos Limited,Forward,1.00 for 1
2024-08-08,SBFM,"Sunshine Biopharma, Inc.",Reverse,1 for 20.00
2024-08-08,MSTR,Strategy Incorporated,Forward,0.10 for 1
2024-08-07,YZCAY,Yankuang Energy Group Company Limited Sponsored ADR Class H,Forward,0.77 for 1
2024-08-07,ALTAF,Morella Corporation Limited,Forward,1.00 for 1
2024-08-06,BIVI,Biovie Inc.,Reverse,1 for 10.00
2024-08-05,TCBP,TC Biopharm (Holdings) Plc Sponsored ADR,Reverse,1 for 10.00
2024-08-05,XYLO,Xylo Technologies Ltd. Sponsored Adr,Reverse,1 for 2.67
2024-08-05,PSDNF,Poseidon Nickel Limited,Forward,0.92 for 1
2024-08-05,SLGD,Horizon Kinetics Holding Corporation,Reverse,1 for 20.00
2024-08-05,GNLN,Greenlane Holdings,Reverse,1 for 11.00
2024-08-02,NCPL,Netcapital Inc,Reverse,1 for 70.00
2024-08-02,SYTA,Siyata Mobile Inc.,Reverse,1 for 18.00
2024-08-01,EVOK,Evoke Pharma Inc,Reverse,1 for 12.00
2024-08-01,MHTZF,Manhattan Corporation Ltd,Forward,1.00 for 1
2024-08-01,XMMRF,XMReality AB,Forward,1.00 for 1
2024-07-31,CGGYY,Viridien Sponsored Adr,Reverse,1 for 100.00
2024-07-30,CCM,Concord Medical Services,Reverse,1 for 10.00
2024-07-30,SPGC,"Sacks Parente Golf, Inc.",Reverse,1 for 10.00
2024-07-29,AINC,Ashford Inc,Forward,1.00 for 1
2024-07-29,AIU,Meta Data Limited Ads,Reverse,1 for 5.00
2024-07-26,FOA,Finance Of America Companies Inc,Reverse,1 for 10.00
2024-07-26,FTV,Fortive,Reverse,1 for 2.00
2024-07-26,MMMW,Mass Megawatts Wind Power Inc.,Reverse,1 for 100.00
2024-07-25,GSPT,Food Culture Inc,Reverse,1 for 150.00
2024-07-25,EVGN,Evogene Ltd.,Reverse,1 for 10.00
2024-07-25,SNES,SenesTech,Reverse,1 for 10.00
2024-07-25,EZFL,"Nextnrg, Inc.",Reverse,1 for 2.50
2024-07-24,LTMAY,Latam Airlines Group Sa Sponsored Adr,Reverse,1 for 2000.00
2024-07-24,HEGLF,Peak Minerals Limited,Forward,1.00 for 1
2024-07-24,BURU,"Nuburu, Inc.",Reverse,1 for 40.00
2024-07-23,KITT,Nauticus Robotics Inc.,Reverse,1 for 36.00
2024-07-19,BHIL,"Benson Hill, Inc.",Reverse,1 for 35.00
2024-07-18,SONM,Sonim Technologies,Reverse,1 for 10.00
2024-07-18,SNTI,"Senti Biosciences, Inc.",Reverse,1 for 10.00
2024-07-18,MGOL,MGO Global Inc.,Reverse,1 for 10.00
2024-07-18,TCRT,Alaunos Therapeutics Inc,Reverse,1 for 10.00
2024-07-18,LUCY,"Innovative Eyewear, Inc.",Reverse,1 for 20.00
2024-07-18,SCPX,"Scorpius Holdings, Inc.",Reverse,1 for 200.00
2024-07-17,GMINF,G Mining Ventures Corp,Reverse,1 for 4.00
2024-07-16,ALZN,"Alzamend Neuro, Inc.",Reverse,1 for 10.00
2024-07-15,LMRMF,Lomiko Metals Inc.,Reverse,1 for 10.00
2024-07-15,VTAK,"Catheter Precision, Inc.",Reverse,1 for 10.00
2024-07-15,SMX,Smx (Security Matters) Public Limited Company,Reverse,1 for 75.00
2024-07-15,CLDI,"Calidi Biotherapeutics, Inc.",Reverse,1 for 10.00
2024-07-15,AVGO,Broadcom Inc.,Forward,0.10 for 1
2024-07-15,USLM,United States Lime & Minerals,Forward,0.20 for 1
2024-07-12,IMCC,Im Cannabis Corp,Reverse,1 for 6.00
2024-07-12,NYCB,"Flagstar Financial, Inc.",Reverse,1 for 3.00
2024-07-11,CLNN,Clene Inc,Reverse,1 for 20.00
2024-07-11,AMWL,American Well Corporation,Reverse,1 for 20.00
2024-07-11,ACSAY,Actividades de Construccion y Servicios SA,Forward,0.96 for 1
2024-07-11,WRB,W. R. Berkley Corporation,Forward,0.67 for 1
2024-07-10,MITSY,Mitsui,Forward,0.50 for 1
2024-07-10,HTHIY,Hitachi Ltd,Forward,0.20 for 1
2024-07-10,HOOK,Hookipa Pharma,Reverse,1 for 10.00
2024-07-10,FRES,Fresh2 Group Limited Adr,Reverse,1 for 10.00
2024-07-09,IONM,Assure Holdings Corp,Reverse,1 for 18.00
2024-07-09,WSM,Williams-Sonoma,Forward,0.50 for 1
2024-07-08,CJET,"Chijet Motor Company, Inc.",Reverse,1 for 30.00
2024-07-08,EFSH,1847 Holdings LLC,Reverse,1 for 13.00
2024-07-05,CYN,Cyngn Inc.,Reverse,1 for 100.00
2024-07-05,PHIO,Phio Pharmaceuticals,Reverse,1 for 9.00
2024-07-05,SNFCA,Security National Financial,Forward,0.95 for 1
2024-07-05,ALTAF,Morella Corporation Limited,Reverse,1 for 25.00
2024-07-03,MDRR,Medalist Diversified Reit,Reverse,1 for 2.00
2024-07-03,JZXN,"Jiuzi Holdings, Inc.",Reverse,1 for 13.00
2024-07-03,ASLN,Aslan Pharmaceuticals Ltd Adr,Reverse,1 for 8.00
2024-07-03,TTMZF,Datable Technology Corporation,Reverse,1 for 10.00
2024-07-03,NUTX,Clinigence Holdings Inc,Reverse,1 for 10.00
2024-07-02,ASST,"Asset Entities, Inc. Class B",Reverse,1 for 5.00
2024-07-02,TASEF,Tasman Resources Ltd,Forward,1.00 for 1
2024-07-01,CYJBF,Cargotec Corp (OTC),Forward,0.64 for 1
2024-07-01,MYBUF,Meyer Burger Technology Ag,Reverse,1 for 750.00
2024-07-01,YGMZ,Mingzhu Logistics Holdings Ltd,Reverse,1 for 8.00
2024-07-01,AZTR,Azitra Inc,Reverse,1 for 30.00
2024-07-01,DARE,Daré Bioscience,Reverse,1 for 12.00
2024-07-01,RELI,Reliance Global Group,Reverse,1 for 17.00
2024-07-01,KORE,"Kore Group Holdings, Inc.",Reverse,1 for 5.00
2024-06-28,SPEYF,Armory Mining Corp.,Reverse,1 for 10.00
2024-06-28,NUWE,"Nuwellis, Inc.",Reverse,1 for 35.00
2024-06-28,WHLR,Wheeler Real Estate,Reverse,1 for 5.00
2024-06-27,MITSF,Mitsui & Co,Forward,0.50 for 1
2024-06-27,HTHIF,"Hitachi,Ltd.",Forward,0.20 for 1
2024-06-27,NSSXF,NS Solutions Corp,Forward,0.50 for 1
2024-06-27,ASCCF,Asics Corporation,Forward,0.25 for 1
2024-06-27,CEJOF,"Cresco,Ltd.",Forward,0.50 for 1
2024-06-27,EBCOF,Ebara Corporation,Forward,0.20 for 1
2024-06-27,RIGL,Rigel Pharmaceuticals,Reverse,1 for 10.00
2024-06-27,YYAI,Connexa Sports Technologies Inc,Reverse,1 for 20.00
2024-06-27,TYHOF,Toyota Tsusho Corp,Forward,0.33 for 1
2024-06-26,AIQUY,Air Liquide,Forward,0.91 for 1
2024-06-26,STAF,Staffing 360 Solutions Inc,Reverse,1 for 10.00
2024-06-26,OMIC,"Singular Genomics Systems, Inc.",Reverse,1 for 30.00
2024-06-26,CMG,Chipotle Mexican Grill,Forward,0.02 for 1
2024-06-26,YZCHF,Yankuang Energy Group Company Limited Class H,Forward,0.77 for 1
2024-06-25,NKLA,Nikola Corporation,Reverse,1 for 30.00
2024-06-25,CRKN,Crown Electrokinetics Corp.,Reverse,1 for 150.00
2024-06-25,BURU,"Nuburu, Inc.",Reverse,1 for 40.00
2024-06-24,AIQUY,Air Liquide,Forward,0.91 for 1
2024-06-24,CHMJF,Waverunner Capital Inc.,Reverse,1 for 10.00
2024-06-24,BBSI,Barrett Business Services,Forward,0.25 for 1
2024-06-21,AVRO,Tectonic Therapeutic Inc,Reverse,1 for 12.00
2024-06-21,QLI,Qilian International Holding Group Limited,Reverse,1 for 5.00
2024-06-20,WHLR,Wheeler Real Estate,Reverse,1 for 6.00
2024-06-20,PTNDF,PT Vale Indonesia Tbk,Forward,0.99 for 1
2024-06-20,ATRA,Atara Biotherapeutics Inc,Reverse,1 for 25.00
2024-06-20,BJDX,"Bluejay Diagnostics, Inc.",Reverse,1 for 8.00
2024-06-20,EDEYF,Eden Innovations Ltd,Forward,1.00 for 1
2024-06-19,ANTMF,Antilles Gold Ltd,Forward,1.00 for 1
2024-06-19,PTNDF,PT Vale Indonesia Tbk,Forward,1.00 for 1
2024-06-18,GRI,"Gri Bio, Inc.",Reverse,1 for 13.00
2024-06-18,FORD,"Forward Industries, Inc.",Reverse,1 for 10.00
2024-06-18,VSME,VS Media Holdings Limited Class A,Reverse,1 for 7.00
2024-06-17,CATX,"Perspective Therapeutics, Inc.",Reverse,1 for 10.00
2024-06-17,JAXAF,Jaxsta Limited,Forward,0.99 for 1
2024-06-17,STRR,"Star Equity Holdings, Inc.",Reverse,1 for 5.00
2024-06-17,SLRX,Salarius Pharmaceuticals,Reverse,1 for 8.00
2024-06-17,SPCE,Virgin Galactic Holdings Inc,Reverse,1 for 20.00
2024-06-17,WKHS,Workhorse Group,Reverse,1 for 20.00
2024-06-14,SLRX,Salarius Pharmaceuticals,Reverse,1 for 8.00
2024-06-14,KRYXF,Koryx Copper Inc.,Reverse,1 for 5.00
2024-06-14,TRNR,Interactive Strength Inc,Reverse,1 for 40.00
2024-06-14,CKDXF,Opthea Limited,Forward,1.00 for 1
2024-06-14,TWOU,2U Inc.,Reverse,1 for 30.00
2024-06-14,CZFS,Citizens Financial Services,Forward,0.99 for 1
2024-06-13,NAAS,Naas Technology Inc.,Reverse,1 for 20.00
2024-06-13,AUVGF,Australian Vintage Ltd,Forward,1.00 for 1
2024-06-13,VLD,"Velo3d, Inc.",Reverse,1 for 35.00
2024-06-13,RBOT,Vicarious Surgical Inc.,Reverse,1 for 30.00
2024-06-12,PEGY,"Sunation Energy, Inc.",Reverse,1 for 15.00
2024-06-12,LSMLF,Lodestar Minerals Limited,Forward,1.00 for 1
2024-06-12,BNED,Barnes & Noble Education Inc.,Reverse,1 for 100.00
2024-06-12,APH,Amphenol Corporation,Forward,0.50 for 1
2024-06-11,CNQ,Canadian Natural Resources,Forward,0.50 for 1
2024-06-11,MMLTF,MMG ,Forward,1.00 for 1
2024-06-11,KPRX,"Kiora Pharmaceuticals, Inc.",Reverse,1 for 9.00
2024-06-11,DM,"Desktop Metal, Inc.",Reverse,1 for 10.00
2024-06-10,NICH,Nitches,Reverse,1 for 60000.00
2024-06-10,ICU,Seastar Medical Holding Corporation,Reverse,1 for 25.00
2024-06-10,CHYPF,Health Logic Interactive Inc,Reverse,1 for 4.00
2024-06-10,RTC,Baijiayun Group Ltd.,Reverse,1 for 5.00
2024-06-10,TNXP,Tonix Pharmaceuticals,Reverse,1 for 32.00
2024-06-10,CRNCY,Capricorn Energy PLC Unsponsored ADR,Reverse,1 for 1.27
2024-06-10,NVDA,Nvidia Corporation,Forward,0.10 for 1
2024-06-07,LSMLF,Lodestar Minerals Limited,Forward,1.00 for 1
2024-06-07,CEAD,Cea Industries Inc.,Reverse,1 for 12.00
2024-06-07,VLCN,"Volcon, Inc.",Reverse,1 for 100.00
2024-06-07,DBVT,DBV Technologies S.A. - American Depositary Shares,Reverse,1 for 2.00
2024-06-07,SSKN,Strata Skin Sciences,Reverse,1 for 10.00
2024-06-06,SSNT,"Qxo, Inc.",Reverse,1 for 8.00
2024-06-06,SNGX,Soligenix Inc,Reverse,1 for 16.00
2024-06-06,CICN,"Sms Alternatives, Inc",Reverse,1 for 1500.00
2024-06-06,VOYRF,Thunderbird Resources Ltd,Forward,1.00 for 1
2024-06-05,CNSP,"Cns Pharmaceuticals, Inc.",Reverse,1 for 50.00
2024-06-05,PRRUF,Immutep Ltd,Forward,0.99 for 1
2024-06-04,LICY,Li-Cycle Holdings Corp.,Reverse,1 for 8.00
2024-06-03,PLAG,Planet Green Holdings Corp,Reverse,1 for 10.00
2024-06-03,GWAV,Greenwave Technology Solutions Inc.,Reverse,1 for 150.00
2024-05-31,NBY,Novabay Pharmaceuticals,Reverse,1 for 35.00
2024-05-31,SIFY,Sify Technologies Limited,Forward,1.00 for 1
2024-05-30,AASZF,Atlantic Sapphire Asa,Reverse,1 for 10.00
2024-05-30,BRRGF,Bergenbio Asa,Reverse,1 for 100.00
2024-05-30,BCDA,Biocardia,Reverse,1 for 15.00
2024-05-29,GV,"Visionary Education Technology Holdings Group, Inc.",Reverse,1 for 15.00
2024-05-29,FGRRF,Fingerprint Cards Ab,Forward,1.00 for 1
2024-05-28,SINT,Sintx Technologies,Reverse,1 for 200.00
2024-05-28,THAR,"Tharimmune, Inc.",Reverse,1 for 15.00
2024-05-24,USCTF,Roth Ch Acquisition Co.,Reverse,1 for 10.00
2024-05-24,CIG,Companhia Energetica Minas Gerais,Forward,0.77 for 1
2024-05-23,EXMXF,Dropsuite Ltd.,Reverse,1 for 10.00
2024-05-23,PLLWF,Polarean Imaging Plc,Forward,1.00 for 1
2024-05-23,RMESF,Red Metal Resources Ltd.,Reverse,1 for 3.00
2024-05-23,BGADF,Pace Metals Ltd.,Reverse,1 for 30.00
2024-05-23,JAGX,Jaguar Animal Health Inc.,Reverse,1 for 60.00
2024-05-23,AKAN,Akanda Corp,Reverse,1 for 40.00
2024-05-22,ABBRF,Abrasilver Resource Corp.,Reverse,1 for 5.00
2024-05-22,CIM,Chimera Investment,Reverse,1 for 3.00
2024-05-21,LFSWF,Lifeist Wellness Inc,Reverse,1 for 20.00
2024-05-21,GSMGF,Indiana Resources Limited,Forward,1.00 for 1
2024-05-21,SCNI,Scinai Immunotherapeutics Ltd. Sponsored Adr,Reverse,1 for 10.00
2024-05-20,PENMF,Peninsula Energy Limited,Forward,0.98 for 1
2024-05-20,SONG,Music Licensing Inc,Reverse,1 for 500000.00
2024-05-20,OPGN,OpGen Inc.,Reverse,1 for 10.00
2024-05-20,GCTK,"Glucotrack, Inc.",Reverse,1 for 5.00
2024-05-20,BSFC,Blue Star Foods Corp.,Reverse,1 for 50.00
2024-05-17,MSBC,Mission Bancorp,Forward,0.95 for 1
2024-05-17,WHLR,Wheeler Real Estate,Reverse,1 for 24.00
2024-05-17,HSCS,"Heart Test Laboratories, Inc.",Reverse,1 for 100.00
2024-05-17,CTHR,Charles & Colvard,Reverse,1 for 10.00
2024-05-16,ELWS,"Earlyworks Co., Ltd. Sponsored ADR",Reverse,1 for 5.00
2024-05-16,DRMA,"Dermata Therapeutics, Inc.",Reverse,1 for 15.00
2024-05-16,SEEL,"Seelos Therapeutics, Inc.",Reverse,1 for 8.00
2024-05-15,BNR,Burning Rock Biotech Ltd.,Reverse,1 for 10.00
2024-05-14,TIRX,Tian Ruixiang Holdings Ltd,Reverse,1 for 5.00
2024-05-14,ADN,"Advent Technologies Holdings, Inc.",Reverse,1 for 30.00
2024-05-10,NOCRF,Norden Crown Metals Corp,Reverse,1 for 10.00
2024-05-10,DGMLF,De Grey Mining Ltd,Forward,1.00 for 1
2024-05-10,ZH,"Zhihu, Inc.",Reverse,1 for 6.00
2024-05-09,ATGGF,Actinogen Medical Limited,Forward,1.00 for 1
2024-05-09,EDVR,Endeavor Bank,Forward,0.98 for 1
2024-05-09,STGC,Startengine Crowdfunding Inc,Forward,0.05 for 1
2024-05-09,TBIO,"Telesis Bio, Inc.",Reverse,1 for 18.00
2024-05-09,PHG,Koninklijke Philips N.V.,Forward,0.97 for 1
2024-05-08,MVNC,Marvion Inc.,Reverse,1 for 3000.00
2024-05-08,STTDF,Standard Uranium Ltd,Reverse,1 for 5.00
2024-05-08,IVP,"Inspire Veterinary Partners, Inc. Class A",Reverse,1 for 100.00
2024-05-07,SMBMF,Seatrium Limited,Reverse,1 for 20.00
2024-05-07,ARHVF,Archer Limited,Reverse,1 for 25.00
2024-05-07,WECFF,White Energy Company Limited,Forward,1.00 for 1
2024-05-07,SCCO,Southern Copper Corp,Forward,0.99 for 1
2024-05-06,OLB,"Olb Group, Inc.",Reverse,1 for 10.00
2024-05-06,BZFD,Buzzfeed Inc,Reverse,1 for 4.00
2024-05-03,QSAM,"Qsam Biosciences, Inc.",Reverse,1 for 2000.00
